Player,Nation,Pos,SpecificPos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,Cmp,Att,Cmp%,TB,Crs,CK,1/3,PPA,Touches,PrgC,Succ,Att_stats_possession,PrgR,SCA90,GCA90,Gls,xG,Sh,SoT,G/Sh,G/SoT,Tkl,TklW,Int,Blocks_stats_defense,Clr,Err,Ast_p90,xAG_p90,KP_p90,PrgP_p90,Cmp_p90,Att_p90,TB_p90,Crs_p90,CK_p90,1/3_p90,PPA_p90,Touches_p90,PrgC_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,Gls_p90,xG_p90,Sh_p90,SoT_p90,Tkl_p90,TklW_p90,Int_p90,Blocks_stats_defense_p90,Clr_p90,Err_p90,Cluster
Mamadou Diakhon,fr FRA,"FW,MF",CM,Reims,fr Ligue 1,18.0,28,5,858,9.5,1,1.1,13,17,198,257,77.0,1,33,1,5,6,379,61,25,61,77,3.88,0.21,2,1.0,18,8,0.11,0.25,12,8,4,5,5,0,0.105,0.116,1.368,1.789,20.842,27.053,0.105,3.474,0.105,0.526,0.632,39.895,6.421,2.632,6.421,8.105,0.211,0.105,1.895,0.842,1.263,0.842,0.421,0.526,0.526,0.0,1
Amad Diallo,ci CIV,"MF,FW",CAM,Manchester Utd,eng Premier League,22.0,26,20,1901,21.1,6,4.9,49,60,795,949,83.8,3,42,32,27,35,1207,109,41,88,200,4.59,0.85,8,4.7,47,17,0.17,0.47,38,31,11,15,19,1,0.284,0.232,2.322,2.844,37.678,44.976,0.142,1.991,1.517,1.28,1.659,57.204,5.166,1.943,4.171,9.479,0.379,0.223,2.227,0.806,1.801,1.469,0.521,0.711,0.9,0.047,2
Assane Diao,sn SEN,"FW,MF",CM,Como,it Serie A,18.0,15,14,1252,13.9,1,0.4,8,36,241,304,79.3,0,12,1,13,13,523,50,19,72,116,2.23,0.29,8,4.0,28,13,0.29,0.62,25,14,3,8,19,0,0.072,0.029,0.576,2.59,17.338,21.871,0.0,0.863,0.072,0.935,0.935,37.626,3.597,1.367,5.18,8.345,0.576,0.288,2.014,0.935,1.799,1.007,0.216,0.576,1.367,0.0,1
Habib Diarra,sn SEN,"MF,FW",CM,Strasbourg,fr Ligue 1,20.0,30,27,2352,26.1,5,4.5,27,116,812,978,83.0,6,54,0,64,27,1214,61,13,49,114,2.18,0.31,4,3.3,25,10,0.08,0.2,22,13,13,22,46,3,0.192,0.172,1.034,4.444,31.111,37.471,0.23,2.069,0.0,2.452,1.034,46.513,2.337,0.498,1.877,4.368,0.153,0.126,0.958,0.383,0.843,0.498,0.498,0.843,1.762,0.115,1
Mahamadou Diawara,fr FRA,MF,CDM,Le Havre,fr Ligue 1,19.0,15,6,582,6.5,1,0.4,7,16,193,233,82.8,0,5,1,15,1,321,9,6,13,6,2.16,0.15,0,0.4,7,1,0.0,0.0,20,12,13,13,11,1,0.154,0.062,1.077,2.462,29.692,35.846,0.0,0.769,0.154,2.308,0.154,49.385,1.385,0.923,2.0,0.923,0.0,0.062,1.077,0.154,3.077,1.846,2.0,2.0,1.692,0.154,0
Brahim Díaz,ma MAR,"FW,MF",CAM,Real Madrid,es La Liga,24.0,31,16,1385,15.4,2,3.3,23,74,573,660,86.8,8,8,0,56,19,833,39,24,47,110,3.64,0.78,4,5.3,28,15,0.14,0.27,25,19,4,16,2,1,0.13,0.214,1.494,4.805,37.208,42.857,0.519,0.519,0.0,3.636,1.234,54.091,2.532,1.558,3.052,7.143,0.26,0.344,1.818,0.974,1.623,1.234,0.26,1.039,0.13,0.065,2
Pedro Díaz,es ESP,MF,CM,Rayo Vallecano,es La Liga,26.0,26,12,1211,13.5,0,2.1,26,62,446,566,78.8,2,42,23,45,17,707,27,20,34,49,3.72,0.37,3,2.4,31,7,0.1,0.43,23,15,7,16,7,1,0.0,0.156,1.926,4.593,33.037,41.926,0.148,3.111,1.704,3.333,1.259,52.37,2.0,1.481,2.519,3.63,0.222,0.178,2.296,0.519,1.704,1.111,0.519,1.185,0.519,0.074,1
Tyler Dibling,eng ENG,"FW,MF",CM,Southampton,eng Premier League,18.0,33,20,1874,20.8,0,1.5,20,64,504,620,81.3,8,28,11,27,20,868,69,45,110,96,2.69,0.19,2,2.5,28,9,0.07,0.22,34,20,8,19,16,1,0.0,0.072,0.962,3.077,24.231,29.808,0.385,1.346,0.529,1.298,0.962,41.731,3.317,2.163,5.288,4.615,0.096,0.12,1.346,0.433,1.635,0.962,0.385,0.913,0.769,0.048,1
Eren Dinkçi,de GER,"MF,FW",CM,Freiburg,de Bundesliga,22.0,23,13,1196,13.3,3,2.2,23,35,297,394,75.4,1,15,1,24,11,552,33,16,39,71,3.23,0.38,0,1.1,14,3,0.0,0.0,21,13,7,22,7,0,0.226,0.165,1.729,2.632,22.331,29.624,0.075,1.128,0.075,1.805,0.827,41.504,2.481,1.203,2.932,5.338,0.0,0.083,1.053,0.226,1.579,0.977,0.526,1.654,0.526,0.0,1
Yan Diomandé,ci CIV,"MF,FW",CAM,Leganés,es La Liga,17.0,10,6,545,6.1,1,0.9,14,16,166,200,83.0,1,12,0,4,7,309,37,23,38,64,6.11,0.83,2,1.4,11,3,0.18,0.67,14,9,8,8,6,0,0.164,0.148,2.295,2.623,27.213,32.787,0.164,1.967,0.0,0.656,1.148,50.656,6.066,3.77,6.23,10.492,0.328,0.23,1.803,0.492,2.295,1.475,1.311,1.311,0.984,0.0,2
Sofiane Diop,fr FRA,"MF,FW",CAM,Nice,fr Ligue 1,24.0,28,8,1064,11.8,4,2.9,24,64,436,565,77.2,16,33,22,47,19,714,26,10,31,70,3.98,0.76,6,6.0,22,11,0.27,0.55,23,16,17,19,7,1,0.339,0.246,2.034,5.424,36.949,47.881,1.356,2.797,1.864,3.983,1.61,60.508,2.203,0.847,2.627,5.932,0.508,0.508,1.864,0.932,1.949,1.356,1.441,1.61,0.593,0.085,2
Andy Diouf,fr FRA,MF,CM,Lens,fr Ligue 1,21.0,34,27,2225,24.7,2,2.8,33,116,849,1068,79.5,13,30,11,60,31,1367,82,43,87,94,3.44,0.12,1,2.9,40,5,0.03,0.2,37,26,15,24,18,2,0.081,0.113,1.336,4.696,34.372,43.239,0.526,1.215,0.445,2.429,1.255,55.344,3.32,1.741,3.522,3.806,0.04,0.117,1.619,0.202,1.498,1.053,0.607,0.972,0.729,0.081,1
Assane Dioussé,sn SEN,MF,CDM,Auxerre,fr Ligue 1,26.0,17,7,663,7.4,0,0.2,2,33,320,357,89.6,0,1,0,21,0,431,1,2,6,6,1.76,0.14,0,0.1,3,2,0.0,0.0,15,7,12,6,15,0,0.0,0.027,0.27,4.459,43.243,48.243,0.0,0.135,0.0,2.838,0.0,58.243,0.135,0.27,0.811,0.811,0.0,0.014,0.405,0.27,2.027,0.946,1.622,0.811,2.027,0.0,0
Djené,tg TOG,"DF,MF",CDM,Getafe,es La Liga,32.0,31,31,2548,28.3,0,0.6,9,74,694,918,75.6,0,32,0,78,13,1164,18,7,17,21,0.74,0.04,0,0.3,6,0,0.0,0.0,25,13,21,18,107,3,0.0,0.021,0.318,2.615,24.523,32.438,0.0,1.131,0.0,2.756,0.459,41.131,0.636,0.247,0.601,0.742,0.0,0.011,0.212,0.0,0.883,0.459,0.742,0.636,3.781,0.106,0
Ritsu Doan,jp JPN,"FW,MF",CM,Freiburg,de Bundesliga,26.0,34,33,2862,31.8,7,3.7,27,130,783,1090,71.8,12,80,9,70,48,1537,64,56,127,178,3.49,0.5,10,6.6,61,21,0.16,0.48,66,42,14,57,47,1,0.22,0.116,0.849,4.088,24.623,34.277,0.377,2.516,0.283,2.201,1.509,48.333,2.013,1.761,3.994,5.597,0.314,0.208,1.918,0.66,2.075,1.321,0.44,1.792,1.478,0.031,1
Jeremy Doku,be BEL,"FW,MF",CAM,Manchester City,eng Premier League,22.0,29,16,1516,16.8,6,4.8,32,69,603,762,79.1,8,59,2,12,48,1027,213,107,201,286,4.69,0.83,3,1.3,29,9,0.1,0.33,31,22,4,11,2,0,0.357,0.286,1.905,4.107,35.893,45.357,0.476,3.512,0.119,0.714,2.857,61.131,12.679,6.369,11.964,17.024,0.179,0.077,1.726,0.536,1.845,1.31,0.238,0.655,0.119,0.0,2
Nicolás Domínguez,ar ARG,"MF,FW",CDM,Nott'ham Forest,eng Premier League,26.0,34,23,1963,21.8,1,1.3,13,83,821,947,86.7,7,7,0,81,11,1218,16,3,9,33,1.74,0.0,0,1.5,21,9,0.0,0.0,86,45,29,38,54,1,0.046,0.06,0.596,3.807,37.661,43.44,0.321,0.321,0.0,3.716,0.505,55.872,0.734,0.138,0.413,1.514,0.0,0.069,0.963,0.413,3.945,2.064,1.33,1.743,2.477,0.046,0
Niklas Dorsch,de GER,MF,CDM,Heidenheim,de Bundesliga,26.0,22,19,1335,14.8,2,1.1,13,57,573,687,83.4,0,37,28,46,16,798,13,7,14,21,2.36,0.13,2,1.0,9,3,0.22,0.67,27,16,17,14,17,2,0.135,0.074,0.878,3.851,38.716,46.419,0.0,2.5,1.892,3.108,1.081,53.919,0.878,0.473,0.946,1.419,0.135,0.068,0.608,0.203,1.824,1.081,1.149,0.946,1.149,0.135,0
Abdoulaye Doucouré,ml MLI,MF,CM,Everton,eng Premier League,31.0,33,31,2564,28.5,2,2.4,28,82,725,903,80.3,0,23,0,44,15,1161,42,24,45,96,2.04,0.11,3,4.1,31,9,0.1,0.33,48,28,10,31,20,1,0.07,0.084,0.982,2.877,25.439,31.684,0.0,0.807,0.0,1.544,0.526,40.737,1.474,0.842,1.579,3.368,0.105,0.144,1.088,0.316,1.684,0.982,0.351,1.088,0.702,0.035,1
Cheick Doucouré,ml MLI,MF,CDM,Crystal Palace,eng Premier League,24.0,13,4,452,5.0,0,0.0,1,19,174,204,85.3,0,1,0,17,3,263,2,2,5,7,1.79,0.6,0,0.4,7,0,0.0,0.0,16,8,11,4,10,1,0.0,0.0,0.2,3.8,34.8,40.8,0.0,0.2,0.0,3.4,0.6,52.6,0.4,0.4,1.0,1.4,0.0,0.08,1.4,0.0,3.2,1.6,2.2,0.8,2.0,0.2,0
Désiré Doué,fr FRA,"FW,MF",CAM,Paris S-G,fr Ligue 1,19.0,31,18,1730,19.2,6,7.8,55,139,933,1133,82.3,8,78,23,83,51,1461,97,57,129,232,5.66,1.25,6,5.1,55,20,0.11,0.3,48,30,13,26,7,0,0.312,0.406,2.865,7.24,48.594,59.01,0.417,4.062,1.198,4.323,2.656,76.094,5.052,2.969,6.719,12.083,0.312,0.266,2.865,1.042,2.5,1.562,0.677,1.354,0.365,0.0,2
Douglas,br BRA,MF,CDM,Nantes,fr Ligue 1,27.0,28,28,2307,25.6,2,1.5,15,125,1029,1190,86.5,2,10,3,108,12,1478,14,12,20,34,1.33,0.12,4,3.4,36,14,0.11,0.29,69,42,32,51,47,0,0.078,0.059,0.586,4.883,40.195,46.484,0.078,0.391,0.117,4.219,0.469,57.734,0.547,0.469,0.781,1.328,0.156,0.133,1.406,0.547,2.695,1.641,1.25,1.992,1.836,0.0,0
Ismaël Doukouré,fr FRA,"DF,MF",CDM,Strasbourg,fr Ligue 1,21.0,31,31,2639,29.3,1,1.1,11,116,1494,1685,88.7,2,1,0,101,1,1944,20,13,17,9,0.75,0.14,1,0.6,3,1,0.33,1.0,40,22,25,31,102,3,0.034,0.038,0.375,3.959,50.99,57.509,0.068,0.034,0.0,3.447,0.034,66.348,0.683,0.444,0.58,0.307,0.034,0.02,0.102,0.034,1.365,0.751,0.853,1.058,3.481,0.102,0
Issa Doumbia,it ITA,MF,CDM,Venezia,it Serie A,20.0,24,10,939,10.4,0,0.1,3,22,203,271,74.9,0,10,0,17,1,401,12,11,16,29,1.63,0.19,0,1.0,16,5,0.0,0.0,14,8,9,17,14,1,0.0,0.01,0.288,2.115,19.519,26.058,0.0,0.962,0.0,1.635,0.096,38.558,1.154,1.058,1.538,2.788,0.0,0.096,1.538,0.481,1.346,0.769,0.865,1.635,1.346,0.096,0
Kamory Doumbia,ml MLI,"MF,FW",CDM,Brest,fr Ligue 1,21.0,30,13,1322,14.7,2,1.2,26,72,561,697,80.5,7,48,27,56,9,895,17,19,35,54,3.95,0.48,3,2.7,22,10,0.14,0.3,41,29,28,17,13,1,0.136,0.082,1.769,4.898,38.163,47.415,0.476,3.265,1.837,3.81,0.612,60.884,1.156,1.293,2.381,3.673,0.204,0.184,1.497,0.68,2.789,1.973,1.905,1.156,0.884,0.068,0
Flynn Downes,eng ENG,MF,CDM,Southampton,eng Premier League,25.0,27,25,2151,23.9,0,1.1,15,66,1003,1109,90.4,7,4,0,62,12,1339,29,8,20,29,1.3,0.08,1,0.6,10,3,0.1,0.33,49,25,32,28,51,4,0.0,0.046,0.628,2.762,41.967,46.402,0.293,0.167,0.0,2.594,0.502,56.025,1.213,0.335,0.837,1.213,0.042,0.025,0.418,0.126,2.05,1.046,1.339,1.172,2.134,0.167,0
Tommy Doyle,eng ENG,MF,CDM,Wolves,eng Premier League,22.0,24,3,488,5.4,1,0.5,7,40,321,392,81.9,0,15,12,44,3,463,6,5,9,4,3.13,0.55,0,0.6,9,2,0.0,0.0,11,6,5,11,11,1,0.185,0.093,1.296,7.407,59.444,72.593,0.0,2.778,2.222,8.148,0.556,85.741,1.111,0.926,1.667,0.741,0.0,0.111,1.667,0.37,2.037,1.111,0.926,2.037,2.037,0.185,0
Ondrej Duda,sk SVK,MF,CDM,Hellas Verona,it Serie A,29.0,28,27,2395,26.6,3,3.2,32,117,943,1204,78.3,3,89,66,101,24,1467,23,25,42,26,2.74,0.26,1,1.0,25,5,0.04,0.2,46,27,31,28,30,4,0.113,0.12,1.203,4.398,35.451,45.263,0.113,3.346,2.481,3.797,0.902,55.15,0.865,0.94,1.579,0.977,0.038,0.038,0.94,0.188,1.729,1.015,1.165,1.053,1.128,0.15,0
Alfred Duncan,gh GHA,MF,CDM,Venezia,it Serie A,31.0,16,12,957,10.6,0,1.1,11,53,404,498,81.1,4,17,11,37,19,587,11,13,22,12,3.01,0.19,0,0.8,15,4,0.0,0.0,17,8,8,7,8,0,0.0,0.104,1.038,5.0,38.113,46.981,0.377,1.604,1.038,3.491,1.792,55.377,1.038,1.226,2.075,1.132,0.0,0.075,1.415,0.377,1.604,0.755,0.755,0.66,0.755,0.0,0
Pablo Durán,es ESP,"FW,MF",CM,Celta Vigo,es La Liga,23.0,27,15,1394,15.5,4,2.8,17,30,284,400,71.0,1,18,1,21,10,584,24,12,42,124,1.94,0.26,4,3.6,26,9,0.15,0.44,17,9,8,12,18,0,0.258,0.181,1.097,1.935,18.323,25.806,0.065,1.161,0.065,1.355,0.645,37.677,1.548,0.774,2.71,8.0,0.258,0.232,1.677,0.581,1.097,0.581,0.516,0.774,1.161,0.0,1
Paulo Dybala,ar ARG,"FW,MF",CAM,Roma,it Serie A,30.0,24,16,1417,15.7,3,5.0,40,79,596,729,81.8,2,62,36,47,26,909,41,11,43,122,5.34,0.51,6,6.4,47,15,0.06,0.2,17,7,2,12,2,0,0.191,0.318,2.548,5.032,37.962,46.433,0.127,3.949,2.293,2.994,1.656,57.898,2.611,0.701,2.739,7.771,0.382,0.408,2.994,0.955,1.083,0.446,0.127,0.764,0.127,0.0,2
Aron Dønnum,no NOR,"DF,MF",CDM,Toulouse,fr Ligue 1,26.0,32,31,2689,29.9,2,4.6,45,126,880,1213,72.5,7,117,32,73,50,1542,94,47,104,142,3.08,0.37,2,2.1,31,5,0.06,0.4,56,35,28,29,37,1,0.067,0.154,1.505,4.214,29.431,40.569,0.234,3.913,1.07,2.441,1.672,51.572,3.144,1.572,3.478,4.749,0.067,0.07,1.037,0.167,1.873,1.171,0.936,0.97,1.237,0.033,0
Éderson,br BRA,MF,CDM,Atalanta,it Serie A,25.0,37,32,2881,32.0,1,4.3,37,216,1700,1966,86.5,6,23,2,193,41,2308,40,23,52,79,3.06,0.31,4,4.1,39,12,0.1,0.33,52,32,35,30,36,1,0.031,0.134,1.156,6.75,53.125,61.438,0.188,0.719,0.062,6.031,1.281,72.125,1.25,0.719,1.625,2.469,0.125,0.128,1.219,0.375,1.625,1.0,1.094,0.938,1.125,0.031,0
Maximilian Eggestein,de GER,MF,CDM,Freiburg,de Bundesliga,27.0,33,33,2845,31.6,0,1.5,19,141,1213,1452,83.5,2,9,0,131,16,1757,34,11,24,41,1.61,0.16,2,2.0,36,10,0.06,0.2,57,32,39,37,54,1,0.0,0.047,0.601,4.462,38.386,45.949,0.063,0.285,0.0,4.146,0.506,55.601,1.076,0.348,0.759,1.297,0.063,0.063,1.139,0.316,1.804,1.013,1.234,1.171,1.709,0.032,0
Jeff Ekhator,it ITA,"FW,MF",CM,Genoa,it Serie A,17.0,24,6,769,8.5,1,1.0,11,14,110,165,66.7,3,10,1,8,4,254,4,4,13,51,2.46,0.23,1,1.3,10,3,0.1,0.33,7,4,2,10,5,0,0.118,0.118,1.294,1.647,12.941,19.412,0.353,1.176,0.118,0.941,0.471,29.882,0.471,0.471,1.529,6.0,0.118,0.153,1.176,0.353,0.824,0.471,0.235,1.176,0.588,0.0,1
Jurgen Ekkelenkamp,nl NED,MF,CDM,Udinese,it Serie A,24.0,34,20,1892,21.0,2,1.3,15,72,550,690,79.7,2,12,4,42,11,868,34,10,30,86,1.81,0.29,3,2.8,27,9,0.11,0.33,36,25,12,26,26,0,0.095,0.062,0.714,3.429,26.19,32.857,0.095,0.571,0.19,2.0,0.524,41.333,1.619,0.476,1.429,4.095,0.143,0.133,1.286,0.429,1.714,1.19,0.571,1.238,1.238,0.0,0
Pierre Ekwah Elimby,fr FRA,MF,CDM,Saint-Étienne,fr Ligue 1,22.0,29,29,2575,28.6,0,1.0,16,146,1405,1593,88.2,3,5,1,144,19,1885,20,18,32,21,1.45,0.14,1,0.7,25,6,0.04,0.17,54,33,47,26,72,1,0.0,0.035,0.559,5.105,49.126,55.699,0.105,0.175,0.035,5.035,0.664,65.909,0.699,0.629,1.119,0.734,0.035,0.024,0.874,0.21,1.888,1.154,1.643,0.909,2.517,0.035,0
Anthony Elanga,se SWE,"FW,MF",CM,Nott'ham Forest,eng Premier League,22.0,38,31,2501,27.8,11,5.7,50,63,540,827,65.3,3,185,86,32,26,1115,102,25,83,229,3.67,0.65,6,4.5,44,24,0.14,0.25,19,14,6,11,25,0,0.396,0.205,1.799,2.266,19.424,29.748,0.108,6.655,3.094,1.151,0.935,40.108,3.669,0.899,2.986,8.237,0.216,0.162,1.583,0.863,0.683,0.504,0.216,0.396,0.899,0.0,1
Mikael Ellertsson,is ISL,"DF,MF",CDM,Venezia,it Serie A,22.0,36,29,2470,27.4,2,1.6,20,36,431,607,71.0,2,28,0,23,8,938,33,16,42,92,1.68,0.18,2,1.1,21,4,0.1,0.5,58,26,17,42,79,0,0.073,0.058,0.73,1.314,15.73,22.153,0.073,1.022,0.0,0.839,0.292,34.234,1.204,0.584,1.533,3.358,0.073,0.04,0.766,0.146,2.117,0.949,0.62,1.533,2.883,0.0,0
Elif Elmas,mk MKD,"FW,MF",CM,Torino,it Serie A,24.0,13,12,1021,11.3,0,0.4,9,34,270,336,80.4,0,23,2,22,15,444,42,13,38,58,2.56,0.26,4,1.4,19,9,0.21,0.44,10,7,6,8,5,2,0.0,0.035,0.796,3.009,23.894,29.735,0.0,2.035,0.177,1.947,1.327,39.292,3.717,1.15,3.363,5.133,0.354,0.124,1.681,0.796,0.885,0.619,0.531,0.708,0.442,0.177,1
Adri Embarba,es ESP,"FW,MF",CM,Rayo Vallecano,es La Liga,32.0,35,18,1607,17.9,1,2.7,20,45,383,599,63.9,4,114,35,23,17,847,47,20,56,114,2.58,0.11,1,2.1,37,12,0.03,0.08,41,20,13,18,14,2,0.056,0.151,1.117,2.514,21.397,33.464,0.223,6.369,1.955,1.285,0.95,47.318,2.626,1.117,3.128,6.369,0.056,0.117,2.067,0.67,2.291,1.117,0.726,1.006,0.782,0.112,1
Breel Embolo,ch SUI,"FW,MF",CM,Monaco,fr Ligue 1,27.0,29,19,1841,20.5,4,5.6,32,55,299,432,69.2,8,6,0,22,23,668,22,14,42,140,2.64,0.49,6,10.8,51,18,0.12,0.33,22,17,3,11,10,1,0.195,0.273,1.561,2.683,14.585,21.073,0.39,0.293,0.0,1.073,1.122,32.585,1.073,0.683,2.049,6.829,0.293,0.527,2.488,0.878,1.073,0.829,0.146,0.537,0.488,0.049,1
Julio Enciso,py PAR,"MF,FW",CM,Ipswich Town,eng Premier League,20.0,13,12,869,9.7,3,1.4,13,28,171,248,69.0,4,21,13,18,8,406,23,30,66,44,3.0,0.41,2,1.7,32,11,0.06,0.18,12,9,1,8,6,0,0.309,0.144,1.34,2.887,17.629,25.567,0.412,2.165,1.34,1.856,0.825,41.856,2.371,3.093,6.804,4.536,0.206,0.175,3.299,1.134,1.237,0.928,0.103,0.825,0.619,0.0,1
Yannik Engelhardt,de GER,"MF,DF",CDM,Como,it Serie A,23.0,26,11,1164,12.9,1,1.5,12,54,622,701,88.7,1,1,0,39,2,836,18,9,15,18,1.86,0.15,1,0.6,8,2,0.13,0.5,30,12,11,13,27,0,0.078,0.116,0.93,4.186,48.217,54.341,0.078,0.078,0.0,3.023,0.155,64.806,1.395,0.698,1.163,1.395,0.078,0.047,0.62,0.155,2.326,0.93,0.853,1.008,2.093,0.0,0
Christian Eriksen,dk DEN,MF,CAM,Manchester Utd,eng Premier League,32.0,23,11,1061,11.8,2,3.2,31,55,590,749,78.8,8,85,62,54,13,850,13,0,4,29,4.74,0.59,1,1.4,14,1,0.0,0.0,19,9,7,15,8,0,0.169,0.271,2.627,4.661,50.0,63.475,0.678,7.203,5.254,4.576,1.102,72.034,1.102,0.0,0.339,2.458,0.085,0.119,1.186,0.085,1.61,0.763,0.593,1.271,0.678,0.0,2
Sebastiano Esposito,it ITA,"FW,MF",CM,Empoli,it Serie A,22.0,33,27,2331,25.9,0,2.1,36,93,445,739,60.2,7,55,19,57,31,1081,31,29,67,106,3.05,0.23,8,5.7,59,19,0.12,0.37,57,29,12,20,14,0,0.0,0.081,1.39,3.591,17.181,28.533,0.27,2.124,0.734,2.201,1.197,41.737,1.197,1.12,2.587,4.093,0.309,0.22,2.278,0.734,2.201,1.12,0.463,0.772,0.541,0.0,1
Dario Essugo,pt POR,MF,CDM,Las Palmas,es La Liga,19.0,27,25,1938,21.5,0,0.4,13,76,812,951,85.4,4,1,0,73,8,1228,18,12,18,8,1.67,0.05,1,0.7,23,4,0.04,0.25,59,45,42,28,47,7,0.0,0.019,0.605,3.535,37.767,44.233,0.186,0.047,0.0,3.395,0.372,57.116,0.837,0.558,0.837,0.372,0.047,0.033,1.07,0.186,2.744,2.093,1.953,1.302,2.186,0.326,0
Nahuel Estévez,ar ARG,MF,CDM,Parma,it Serie A,28.0,14,7,657,7.3,0,0.8,6,30,237,313,75.7,1,16,12,26,1,379,3,3,3,4,1.78,0.14,0,0.1,5,1,0.0,0.0,16,6,3,9,26,0,0.0,0.11,0.822,4.11,32.466,42.877,0.137,2.192,1.644,3.562,0.137,51.918,0.411,0.411,0.411,0.548,0.0,0.014,0.685,0.137,2.192,0.822,0.411,1.233,3.562,0.0,0
Edu Expósito,es ESP,MF,CAM,Espanyol,es La Liga,27.0,19,12,1045,11.6,2,3.2,28,64,318,485,65.6,13,66,33,36,14,630,23,15,28,41,3.79,0.17,0,1.0,18,6,0.0,0.0,23,13,15,3,21,2,0.172,0.276,2.414,5.517,27.414,41.81,1.121,5.69,2.845,3.103,1.207,54.31,1.983,1.293,2.414,3.534,0.0,0.086,1.552,0.517,1.983,1.121,1.293,0.259,1.81,0.172,2
Eberechi Eze,eng ENG,"MF,FW",CM,Crystal Palace,eng Premier League,26.0,34,31,2588,28.8,8,6.2,58,97,777,1047,74.2,11,112,62,49,39,1414,69,67,138,153,4.69,0.35,8,10.5,100,27,0.07,0.26,39,22,11,27,10,3,0.278,0.215,2.014,3.368,26.979,36.354,0.382,3.889,2.153,1.701,1.354,49.097,2.396,2.326,4.792,5.312,0.278,0.365,3.472,0.938,1.354,0.764,0.382,0.938,0.347,0.104,1
Abde Ezzalzouli,ma MAR,"FW,MF",CM,Betis,es La Liga,22.0,32,23,1984,22.0,2,2.0,27,68,542,757,71.6,2,49,1,42,19,1081,117,46,103,215,2.99,0.32,2,8.0,61,25,0.03,0.08,37,25,7,22,19,0,0.091,0.091,1.227,3.091,24.636,34.409,0.091,2.227,0.045,1.909,0.864,49.136,5.318,2.091,4.682,9.773,0.091,0.364,2.773,1.136,1.682,1.136,0.318,1.0,0.864,0.0,1
Giovanni Fabbian,it ITA,MF,CM,Bologna,it Serie A,21.0,30,9,1023,11.4,1,1.3,9,17,151,210,71.9,2,9,0,15,5,328,14,2,16,43,1.67,0.0,3,2.3,21,5,0.14,0.6,10,6,2,7,4,0,0.088,0.114,0.789,1.491,13.246,18.421,0.175,0.789,0.0,1.316,0.439,28.772,1.228,0.175,1.404,3.772,0.263,0.202,1.842,0.439,0.877,0.526,0.175,0.614,0.351,0.0,1
Nicolò Fagioli,it ITA,MF,CAM,Fiorentina,it Serie A,23.0,15,10,962,10.7,2,3.0,23,50,519,617,84.1,1,27,7,45,12,713,15,10,22,19,4.02,0.37,1,0.5,10,4,0.1,0.25,19,10,5,11,12,2,0.187,0.28,2.15,4.673,48.505,57.664,0.093,2.523,0.654,4.206,1.121,66.636,1.402,0.935,2.056,1.776,0.093,0.047,0.935,0.374,1.776,0.935,0.467,1.028,1.121,0.187,2
Nicolò Fagioli,it ITA,MF,CDM,Juventus,it Serie A,23.0,17,5,571,6.3,0,0.1,4,41,370,418,88.5,2,13,5,36,8,470,19,2,3,18,1.57,0.16,0,0.6,12,1,0.0,0.0,14,10,2,4,5,0,0.0,0.016,0.635,6.508,58.73,66.349,0.317,2.063,0.794,5.714,1.27,74.603,3.016,0.317,0.476,2.857,0.0,0.095,1.905,0.159,2.222,1.587,0.317,0.635,0.794,0.0,0
Romain Faivre,fr FRA,"MF,FW",CM,Brest,fr Ligue 1,26.0,20,10,899,10.0,2,1.9,10,44,311,379,82.1,4,26,17,34,8,479,24,17,42,49,3.3,0.4,3,2.6,18,9,0.11,0.22,13,10,4,8,3,1,0.2,0.19,1.0,4.4,31.1,37.9,0.4,2.6,1.7,3.4,0.8,47.9,2.4,1.7,4.2,4.9,0.3,0.26,1.8,0.9,1.3,1.0,0.4,0.8,0.3,0.1,1
Khalil Fayad,fr FRA,"MF,FW",CDM,Montpellier,fr Ligue 1,20.0,20,10,1028,11.4,0,0.3,7,50,426,514,82.9,2,20,7,35,5,663,25,17,38,42,1.66,0.09,0,1.3,17,3,0.0,0.0,31,16,10,18,15,1,0.0,0.026,0.614,4.386,37.368,45.088,0.175,1.754,0.614,3.07,0.439,58.158,2.193,1.491,3.333,3.684,0.0,0.114,1.491,0.263,2.719,1.404,0.877,1.579,1.316,0.088,0
Jacopo Fazzini,it ITA,MF,CM,Empoli,it Serie A,21.0,20,16,1383,15.4,1,0.5,12,49,305,426,71.6,4,32,14,27,10,639,34,23,48,88,3.19,0.46,4,3.1,27,9,0.15,0.44,32,19,6,13,24,0,0.065,0.032,0.779,3.182,19.805,27.662,0.26,2.078,0.909,1.753,0.649,41.494,2.208,1.494,3.117,5.714,0.26,0.201,1.753,0.584,2.078,1.234,0.39,0.844,1.558,0.0,1
Mattia Felici,it ITA,"MF,FW",CM,Cagliari,it Serie A,23.0,20,9,925,10.3,3,1.0,10,19,188,277,67.9,0,25,12,12,3,422,39,19,57,75,3.02,0.39,0,0.6,10,6,0.0,0.0,17,12,7,10,7,1,0.291,0.097,0.971,1.845,18.252,26.893,0.0,2.427,1.165,1.165,0.291,40.971,3.786,1.845,5.534,7.282,0.0,0.058,0.971,0.583,1.65,1.165,0.68,0.971,0.68,0.097,1
